Timestamp,Why would you rather not have children? ,Please explain your previous answer.,
5/6/2015 8:54:06,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",Well none of the above really apply. I didn't want the responsibility of my own children I don't like having my own child. I like the freedom childlessness brings. Children are a societal pressure that controls women and free up men ,
5/6/2015 8:54:17,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.",Children are simply not a part of life that I want. I cannot see myself raising kids and I do not think that having kids is the only way to live a fulfilling life.,
5/6/2015 8:54:58,I like my life as it is.,"I've always known I'd never have children. Maybe it's that I wanted an untethered life, or that the world was just too unstable to take on the responsibility of another life. Mostly, I just never got caught up in the social conventions around marriage and kids.",
5/6/2015 8:55:11,I like my life as it is.,"Although I like children, I just don't want one of my own. Not to mention the financial strain is a big deterrent...but either way, even if I had all the money in the world I wouldn't do it.",
5/6/2015 8:55:19,I like my life as it is.,"I like children, I just have no desire to have my own. I don't feel that my life could be enhanced in any way by having children - in fact when I imagine having children it's all negative.",
5/6/2015 8:56:42,I like my life as it is.,They annoy me. They're needy. They cry. That don't look after themselves. ,
5/6/2015 8:56:45,I like my life as it is.,"I have a good life, good marriage, debt free, have time to do the things that I want to and to volunteer for charities that I believe in. I can travel without complications, buy what I want. My house stays neat when I clean, my car stays clean. If I had children I feel that none of these things would be true.",
5/6/2015 8:56:50,I don’t want the financial responsibility.,"I'm not financially secure, I can just about look after myself. It's not like we are a dying species either. Humans have a choice not to reproduce. I'm free to do whay I want when I want. I think people that have children are the selfish ones for thinking the world needs more of them in it. For filling a gap in their lives.",
5/6/2015 8:57:17,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",It's the best thing I can do for the environment. I would actually like to have at least one - but there are already too many people in this world. I don't want to contribute to that. ,
5/6/2015 8:57:45,I like my life as it is.,,
5/6/2015 8:57:56,I like my life as it is.,"I would like to adopt older children and give them a chance. I have no desire to have biological children. That seems very selfish when there are multitudes of children who need caring homes, and we are in the midst of an over population crisis..",
5/6/2015 8:58:07,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 8:58:10,I like my life as it is.,"My husband and I tried to have children and I miscarried twice.  After that, we evaluated our lives and found we were much happier the way we were...and years later, we made the right choice!!",
